name,type,start_time,duration,"identifier","num_data_bytes","extended","data","crc","ack"
"CAN","identifier_field",2023-08-25T05:19:05.286047008+00:00,0.000144,0x0000000018FEF100,,true,,,
"CAN","control_field",2023-08-25T05:19:05.286195008+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:19:05.286211008+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:19:05.286247008+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:19:05.286283008+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:19:05.286323008+00:00,2.8e-05,,,,0x50,,
"CAN","data_field",2023-08-25T05:19:05.286355008+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:19:05.286395008+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:19:05.286435008+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:19:05.286471008+00:00,3.2e-05,,,,0xC0,,
"CAN","crc_field",2023-08-25T05:19:05.286507008+00:00,5.6e-05,,,,,0x0000000000001D08,
"CAN","ack_field",2023-08-25T05:19:05.286571008+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:19:05.286671216+00:00,0.000148,0x0000000018EBFF00,,true,,,
