name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","ack_field",0.029989625,4e-06,,,,,,true
"CAN","identifier_field",0.0300859375,0.00014,0x000000000CF00C03,true,,,,
"CAN","control_field",0.0302299375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0302459375,2.8e-05,,,,0xEE,,
"CAN","data_field",0.0302779375,3.2e-05,,,,0x03,,
"CAN","data_field",0.0303139375,2.8e-05,,,,0x26,,
"CAN","data_field",0.0303459375,2.8e-05,,,,0x19,,
"CAN","data_field",0.0303779375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0304139375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0304539375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0304939375,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0305299375,6.4e-05,,,,,0x0000000000005FC1,
"CAN","ack_field",0.0306019375,4e-06,,,,,,true
"CAN","identifier_field",0.0307021875,0.00014,0x0000000018F00503,true,,,,
"CAN","control_field",0.0308461875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0308621875,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0308981875,3.2e-05,,,,0x00,,
"CAN","data_field",0.0309341875,3.6e-05,,,,0x00,,
"CAN","data_field",0.0309741875,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0310101875,2.8e-05,,,,0x4E,,
"CAN","data_field",0.0310421875,2.8e-05,,,,0x20,,
"CAN","data_field",0.0310781875,2.8e-05,,,,0x4E,,
"CAN","data_field",0.0311101875,2.8e-05,,,,0x43,,
"CAN","crc_field",0.0311421875,5.6e-05,,,,,0x0000000000001129,
"CAN","ack_field",0.0312061875,4e-06,,,,,,true
"CAN","identifier_field",0.0313064375,0.00014,0x0000000018FE4A03,true,,,,
"CAN","control_field",0.0314504375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0314664375,3.2e-05,,,,0x03,,
"CAN","data_field",0.0315024375,2.8e-05,,,,0x1F,,
"CAN","data_field",0.0315384375,2.8e-05,,,,0x4F,,
"CAN","data_field",0.0315704375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0316104375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0316504375,2.8e-05,,,,0xF3,,
"CAN","data_field",0.0316824375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0317224375,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0317584375,6e-05,,,,,0x00000000000063D5,
"CAN","ack_field",0.0318264375,4e-06,,,,,,true
"CAN","identifier_field",0.03208275,0.000148,0x0000000018FEDF00,true,,,,
"CAN","control_field",0.03223475,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.03225075,2.8e-05,,,,0x84,,
"CAN","data_field",0.03228275,2.8e-05,,,,0xA0,,
"CAN","data_field",0.03231875,2.8e-05,,,,0x28,,
"CAN","data_field",0.03235075,3.2e-05,,,,0x7D,,
"CAN","data_field",0.03238675,3.2e-05,,,,0x7D,,
"CAN","data_field",0.03242275,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03245875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.03249875,3.2e-05,,,,0xF0,,
"CAN","crc_field",0.03253475,5.6e-05,,,,,0x0000000000004B5B,
"CAN","ack_field",0.03259875,4e-06,,,,,,true
"CAN","identifier_field",0.03665575,0.000144,0x0000000018FCDC00,true,,,,
"CAN","control_field",0.03680375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.03681975,2.8e-05,,,,0x9F,,
"CAN","data_field",0.03685575,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03689175,3.6e-05,,,,0xFF,,
"CAN","data_field",0.03693175,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03696775,3.2e-05,,,,0xF8,,
"CAN","data_field",0.03700375,3.6e-05,,,,0x3D,,
"CAN","data_field",0.03704375,3.2e-05,,,,0x00,,
"CAN","data_field",0.03707975,3.6e-05,,,,0x00,,
"CAN","crc_field",0.03711975,6e-05,,,,,0x00000000000006E4,
"CAN","ack_field",0.03718775,4e-06,,,,,,true
"CAN","identifier_field",0.0372440625,0.000144,0x000000000CF00300,true,,,,
"CAN","control_field",0.0373920625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0374080625,2.8e-05,,,,0xD1,,
"CAN","data_field",0.0374400625,3.2e-05,,,,0x00,,
"CAN","data_field",0.0374760625,3.2e-05,,,,0x16,,
"CAN","data_field",0.0375120625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0375480625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0375880625,2.8e-05,,,,0x0F,,
"CAN","data_field",0.0376200625,3.2e-05,,,,0x8C,,
"CAN","data_field",0.0376560625,3.2e-05,,,,0x7E,,
"CAN","crc_field",0.0376920625,5.6e-05,,,,,0x0000000000002EA7,
"CAN","ack_field",0.0377560625,4e-06,,,,,,true
"CAN","identifier_field",0.0378084375,0.000144,0x000000001CFE9200,true,,,,
"CAN","control_field",0.0379564375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0379724375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0380084375,3.2e-05,,,,0xC4,,
"CAN","data_field",0.0380444375,2.8e-05,,,,0x92,,
"CAN","data_field",0.0380764375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0381124375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0381524375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0381884375,2.8e-05,,,,0x0A,,
"CAN","data_field",0.0382204375,3.2e-05,,,,0x00,,
"CAN","crc_field",0.0382564375,6e-05,,,,,0x0000000000000E86,
"CAN","ack_field",0.0383244375,4e-06,,,,,,true
"CAN","identifier_field",0.0383766875,0.000136,0x000000000CF00331,true,,,,
"CAN","control_field",0.0385166875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0385326875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0385686875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0386086875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0386446875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0386846875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0387246875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0387606875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0388006875,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0388366875,5.6e-05,,,,,0x00000000000022DE,
"CAN","ack_field",0.0389006875,4e-06,,,,,,true
"CAN","identifier_field",0.038952875,0.000144,0x0000000018FEF500,true,,,,
"CAN","control_field",0.039100875,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.039116875,2.8e-05,,,,0xA7,,
"CAN","data_field",0.039148875,3.6e-05,,,,0xFF,,
"CAN","data_field",0.039188875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039224875,3.2e-05,,,,0x93,,
"CAN","data_field",0.039260875,2.8e-05,,,,0x23,,
"CAN","data_field",0.039292875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039332875,3.2e-05,,,,0xFF,,
"CAN","data_field",0.039368875,3.6e-05,,,,0xFF,,
"CAN","crc_field",0.039408875,6e-05,,,,,0x000000000000087F,
"CAN","ack_field",0.039476875,4e-06,,,,,,true
"CAN","identifier_field",0.03952925,0.00014,0x000000000CF00203,true,,,,
"CAN","control_field",0.03967325,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.03968925,3.2e-05,,,,0xC0,,
"CAN","data_field",0.03972525,3.2e-05,,,,0x00,,
"CAN","data_field",0.03976125,3.6e-05,,,,0x00,,
"CAN","data_field",0.03980125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03983725,3.2e-05,,,,0xF7,,
"CAN","data_field",0.03987325,3.2e-05,,,,0x3F,,
"CAN","data_field",0.03990925,2.8e-05,,,,0x18,,
"CAN","data_field",0.03994125,3.2e-05,,,,0x03,,
"CAN","crc_field",0.03997725,5.6e-05,,,,,0x0000000000004E29,
"CAN","ack_field",0.04004125,4e-06,,,,,,true
"CAN","identifier_field",0.0434140625,0.000144,0x000000000CF00400,true,,,,
"CAN","control_field",0.0435620625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0435780625,3.2e-05,,,,0x40,,
"CAN","data_field",0.0436140625,3.2e-05,,,,0x7D,,
"CAN","data_field",0.0436500625,2.8e-05,,,,0x89,,
"CAN","data_field",0.0436820625,2.8e-05,,,,0x29,,
