name,type,start_time,duration,"identifier","num_data_bytes","extended","data","crc","ack"
"CAN","data_field",2023-08-25T05:27:11.803137404+00:00,2.8e-05,,,,0xF0,,
"CAN","data_field",2023-08-25T05:27:11.803169404+00:00,2.8e-05,,,,0xCC,,
"CAN","data_field",2023-08-25T05:27:11.803201404+00:00,3.2e-05,,,,0xFF,,
"CAN","crc_field",2023-08-25T05:27:11.803237404+00:00,6e-05,,,,,0x0000000000006A72,
"CAN","ack_field",2023-08-25T05:27:11.803305404+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.803405620+00:00,0.00014,0x0000000018F0000F,,true,,,
"CAN","control_field",2023-08-25T05:27:11.803549620+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.803565620+00:00,3.2e-05,,,,0xC0,,
"CAN","data_field",2023-08-25T05:27:11.803601620+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.803637620+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.803673620+00:00,3.6e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.803713620+00:00,2.8e-05,,,,0x0F,,
"CAN","data_field",2023-08-25T05:27:11.803745620+00:00,3.6e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.803785620+00:00,3.2e-05,,,,0xFF,,
"CAN","data_field",2023-08-25T05:27:11.803825620+00:00,3.2e-05,,,,0xFF,,
"CAN","crc_field",2023-08-25T05:27:11.803861620+00:00,5.6e-05,,,,,0x00000000000028A2,
"CAN","ack_field",2023-08-25T05:27:11.803925620+00:00,4e-06,,,,,,true
"CAN","identifier_field",2023-08-25T05:27:11.812785316+00:00,0.000144,0x000000000CF00400,,true,,,
"CAN","control_field",2023-08-25T05:27:11.812933316+00:00,1.2e-05,,0x0000000000000008,,,,
"CAN","data_field",2023-08-25T05:27:11.812949316+00:00,3.2e-05,,,,0xFE,,
"CAN","data_field",2023-08-25T05:27:11.812985316+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.813021316+00:00,3.2e-05,,,,0x7D,,
"CAN","data_field",2023-08-25T05:27:11.813057316+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.813093316+00:00,3.6e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.813133316+00:00,3.2e-05,,,,0x00,,
"CAN","data_field",2023-08-25T05:27:11.813169316+00:00,3.2e-05,,,,0xFF,,
