name,type,start_time,duration,"identifier","extended","num_data_bytes","data","crc","ack"
"CAN","data_field",0.0319819375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0320219375,2.8e-05,,,,0xCD,,
"CAN","data_field",0.0320539375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0320899375,3.6e-05,,,,0xFF,,
"CAN","crc_field",0.0321299375,5.6e-05,,,,,0x000000000000459B,
"CAN","ack_field",0.0321939375,4e-06,,,,,,true
"CAN","identifier_field",0.03235825,0.000144,0x000000000CF00300,true,,,,
"CAN","control_field",0.03250625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.03252225,2.8e-05,,,,0xD1,,
"CAN","data_field",0.03255425,3.2e-05,,,,0x00,,
"CAN","data_field",0.03259025,3.2e-05,,,,0x19,,
"CAN","data_field",0.03262625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.03266225,3.6e-05,,,,0xFF,,
"CAN","data_field",0.03270225,2.8e-05,,,,0x0F,,
"CAN","data_field",0.03273425,3.2e-05,,,,0x8E,,
"CAN","data_field",0.03277025,3.2e-05,,,,0x7E,,
"CAN","crc_field",0.03280625,5.6e-05,,,,,0x0000000000000D4F,
"CAN","ack_field",0.03287025,4e-06,,,,,,true
"CAN","identifier_field",0.032926625,0.000144,0x000000000CF00A00,true,,,,
"CAN","control_field",0.033074625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.033090625,2.8e-05,,,,0xB9,,
"CAN","data_field",0.033122625,3.2e-05,,,,0x04,,
"CAN","data_field",0.033158625,2.8e-05,,,,0x91,,
"CAN","data_field",0.033190625,3.2e-05,,,,0x05,,
"CAN","data_field",0.033226625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.033262625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.033302625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.033342625,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.033378625,5.6e-05,,,,,0x00000000000054F7,
"CAN","ack_field",0.033442625,4e-06,,,,,,true
"CAN","identifier_field",0.0334989375,0.000144,0x0000000018FEF000,true,,,,
"CAN","control_field",0.0336509375,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0336669375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0337029375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0337429375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0337789375,3.2e-05,,,,0xF1,,
"CAN","data_field",0.0338149375,2.8e-05,,,,0x18,,
"CAN","data_field",0.0338469375,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0338829375,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0339229375,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0339589375,6.4e-05,,,,,0x0000000000007E6D,
"CAN","ack_field",0.0340309375,4e-06,,,,,,true
"CAN","identifier_field",0.0340833125,0.000144,0x0000000018FEBD00,true,,,,
"CAN","control_field",0.0342313125,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.0342473125,3.6e-05,,,,0x00,,
"CAN","data_field",0.0342873125,2.8e-05,,,,0xF0,,
"CAN","data_field",0.0343193125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0343553125,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0343953125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0344313125,3.6e-05,,,,0xFF,,
"CAN","data_field",0.0344713125,3.2e-05,,,,0xFF,,
"CAN","data_field",0.0345113125,3.2e-05,,,,0xFF,,
"CAN","crc_field",0.0345473125,5.6e-05,,,,,0x0000000000000C6F,
"CAN","ack_field",0.0346113125,4e-06,,,,,,true
"CAN","identifier_field",0.034667625,0.000144,0x0000000018F00E00,true,,,,
"CAN","control_field",0.034815625,1.2e-05,,,0x0000000000000008,,,
"CAN","data_field",0.034831625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.034867625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.034907625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.034943625,3.6e-05,,,,0xFF,,
"CAN","data_field",0.034983625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.035023625,3.2e-05,,,,0xFF,,
"CAN","data_field",0.035059625,3.6e-05,,,,0xFF,,
